INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND_OUTBOUND_METADATA,OUTBOUND,OUTBOUND,OUTBOUND,METADATA
inbound_2,inbound_2__C05,inbound_2,C05,235034072,nyc_3__F03,New_York_City,USA,New_York_City
inbound_2,inbound_2__C06,inbound_2,C06,235033774,nyc_3__C04,New_York_City,USA,New_York_City
inbound_2,inbound_2__D01,inbound_2,D01,232021461,nyc_2__E12,New_York_City,USA,New_York_City
inbound_2,inbound_2__D01,inbound_2,D01,232021461,nyc_2__E12,New_York_City,USA,New_York_City
inbound_2,inbound_2__D02,inbound_2,D02,232021943,nyc_2__C11,New_York_City,USA,New_York_City
inbound_2,inbound_2__D03,inbound_2,D03,235034070,nyc_3__F01,New_York_City,USA,New_York_City
inbound_2,inbound_2__D04,inbound_2,D04,235034100,nyc_3__C03,New_York_City,USA,New_York_City
inbound_2,inbound_2__D05,inbound_2,D05,235034073,nyc_3__B02,New_York_City,USA,New_York_City
inbound_2,inbound_2__D06,inbound_2,D06,235033757,nyc_3__D04,New_York_City,USA,New_York_City
inbound_2,inbound_2__E01,inbound_2,E01,235196532,nyc_2__D12,New_York_City,USA,New_York_City
inbound_2,inbound_2__E02,inbound_2,E02,232034742,nyc_2__B11,New_York_City,USA,New_York_City
inbound_2,inbound_2__E03,inbound_2,E03,235033776,nyc_3__F02,New_York_City,USA,New_York_City
inbound_2,inbound_2__E04,inbound_2,E04,235034092,nyc_3__H02,New_York_City,USA,New_York_City
inbound_2,inbound_2__E04,inbound_2,E04,235034092,nyc_3__H02,New_York_City,USA,New_York_City
inbound_2,inbound_2__E05,inbound_2,E05,235033764,nyc_3__G03,New_York_City,USA,New_York_City
inbound_2,inbound_2__F01,inbound_2,F01,232022019,nyc_2__C12,New_York_City,USA,New_York_City
inbound_2,inbound_2__F02,inbound_2,F02,235198254,nyc_2__A11,New_York_City,USA,New_York_City
inbound_2,inbound_2__F03,inbound_2,F03,235034090,nyc_3__E02,New_York_City,USA,New_York_City
inbound_2,inbound_2__F04,inbound_2,F04,235034101,nyc_3__B04,New_York_City,USA,New_York_City
inbound_2,inbound_2__F05,inbound_2,F05,235033752,nyc_3__C02,New_York_City,USA,New_York_City
inbound_2,inbound_2__G01,inbound_2,G01,235198213,nyc_2__B12,New_York_City,USA,New_York_City
inbound_2,inbound_2__G02,inbound_2,G02,235033763,nyc_3__A01,New_York_City,USA,New_York_City
inbound_2,inbound_2__G03,inbound_2,G03,235033760,nyc_3__B03,New_York_City,USA,New_York_City
inbound_2,inbound_2__G04,inbound_2,G04,235034102,nyc_3__D03,New_York_City,USA,New_York_City
inbound_2,inbound_2__G05,inbound_2,G05,235034078,nyc_3__A03,New_York_City,USA,New_York_City
inbound_2,inbound_2__H01,inbound_2,H01,235196526,nyc_2__A12,New_York_City,USA,New_York_City
inbound_2,inbound_2__H02,inbound_2,H02,235033753,nyc_3__B01,New_York_City,USA,New_York_City
inbound_2,inbound_2__H03,inbound_2,H03,235033761,nyc_3__H03,New_York_City,USA,New_York_City
inbound_2,inbound_2__H05,inbound_2,H05,235033750,nyc_3__D02,New_York_City,USA,New_York_City
inbound_3,inbound_3__A04,inbound_3,A04,232020844,nyc_1__A01,New_York_City,USA,New_York_City
inbound_3,inbound_3__A05,inbound_3,A05,232020829,nyc_1__C01,New_York_City,USA,New_York_City
inbound_3,inbound_3__A06,inbound_3,A06,232034715,nyc_1__F03,New_York_City,USA,New_York_City
inbound_3,inbound_3__A07,inbound_3,A07,232034710,nyc_1__A04,New_York_City,USA,New_York_City
inbound_3,inbound_3__A08,inbound_3,A08,232034782,nyc_1__E03,New_York_City,USA,New_York_City
inbound_3,inbound_3__A09,inbound_3,A09,235198261,nyc_1__B08,New_York_City,USA,New_York_City
inbound_3,inbound_3__A10,inbound_3,A10,232034740,nyc_1__B09,New_York_City,USA,New_York_City
inbound_3,inbound_3__A10,inbound_3,A10,232034740,nyc_1__B09,New_York_City,USA,New_York_City
inbound_3,inbound_3__A11,inbound_3,A11,232020869,nyc_1__E10,New_York_City,USA,New_York_City
inbound_3,inbound_3__A12,inbound_3,A12,232021981,nyc_1__D12,New_York_City,USA,New_York_City
inbound_3,inbound_3__B05,inbound_3,B05,232034697,nyc_1__E06,New_York_City,USA,New_York_City
inbound_3,inbound_3__B06,inbound_3,B06,232021954,nyc_1__G01,New_York_City,USA,New_York_City
inbound_3,inbound_3__B07,inbound_3,B07,232034694,nyc_1__B04,New_York_City,USA,New_York_City
inbound_3,inbound_3__B08,inbound_3,B08,232021953,nyc_1__G05,New_York_City,USA,New_York_City
inbound_3,inbound_3__B09,inbound_3,B09,232020852,nyc_1__C09,New_York_City,USA,New_York_City
inbound_3,inbound_3__B10,inbound_3,B10,232021489,nyc_1__C08,New_York_City,USA,New_York_City
inbound_3,inbound_3__B11,inbound_3,B11,232034728,nyc_1__D11,New_York_City,USA,New_York_City
inbound_3,inbound_3__B12,inbound_3,B12,232034716,nyc_1__E11,New_York_City,USA,New_York_City
inbound_3,inbound_3__C05,inbound_3,C05,235196531,nyc_1__F01,New_York_City,USA,New_York_City
inbound_3,inbound_3__C06,inbound_3,C06,232034778,nyc_1__A03,New_York_City,USA,New_York_City
inbound_3,inbound_3__C07,inbound_3,C07,232020840,nyc_1__C04,New_York_City,USA,New_York_City
inbound_3,inbound_3__C08,inbound_3,C08,232034730,nyc_1__A06,New_York_City,USA,New_York_City
inbound_3,inbound_3__C09,inbound_3,C09,232020778,nyc_1__E04,New_York_City,USA,New_York_City
inbound_3,inbound_3__C10,inbound_3,C10,235198236,nyc_1__E07,New_York_City,USA,New_York_City
inbound_3,inbound_3__C11,inbound_3,C11,232021977,nyc_1__C11,New_York_City,USA,New_York_City
inbound_3,inbound_3__C12,inbound_3,C12,235033721,nyc_6__E11,New_York_City,USA,New_York_City
inbound_3,inbound_3__D05,inbound_3,D05,235196503,nyc_1__G03,New_York_City,USA,New_York_City
inbound_3,inbound_3__D06,inbound_3,D06,232021530,nyc_1__B03,New_York_City,USA,New_York_City
inbound_3,inbound_3__D07,inbound_3,D07,232021466,nyc_1__E09,New_York_City,USA,New_York_City
inbound_3,inbound_3__D08,inbound_3,D08,232021524,nyc_1__B05,New_York_City,USA,New_York_City
inbound_3,inbound_3__D09,inbound_3,D09,232021455,nyc_1__A08,New_York_City,USA,New_York_City
inbound_3,inbound_3__D10,inbound_3,D10,235196560,nyc_1__E12,New_York_City,USA,New_York_City
inbound_3,inbound_3__D11,inbound_3,D11,232021535,nyc_1__B12,New_York_City,USA,New_York_City
inbound_3,inbound_3__D12,inbound_3,D12,235033739,nyc_6__B11,New_York_City,USA,New_York_City
inbound_3,inbound_3__E05,inbound_3,E05,235198218,nyc_1__A02,New_York_City,USA,New_York_City
inbound_3,inbound_3__E06,inbound_3,E06,232022007,nyc_1__C02,New_York_City,USA,New_York_City
inbound_3,inbound_3__E07,inbound_3,E07,232020866,nyc_1__G04,New_York_City,USA,New_York_City
inbound_3,inbound_3__E08,inbound_3,E08,232034733,nyc_1__C05,New_York_City,USA,New_York_City
inbound_3,inbound_3__E10,inbound_3,E10,235198269,nyc_1__D10,New_York_City,USA,New_York_City
inbound_3,inbound_3__E11,inbound_3,E11,235198287,nyc_1__A11,New_York_City,USA,New_York_City
inbound_3,inbound_3__E12,inbound_3,E12,235033727,nyc_6__H10,New_York_City,USA,New_York_City
inbound_3,inbound_3__F05,inbound_3,F05,232020855,nyc_1__B02,New_York_City,USA,New_York_City
inbound_3,inbound_3__F06,inbound_3,F06,232022004,nyc_1__E01,New_York_City,USA,New_York_City
inbound_3,inbound_3__F07,inbound_3,F07,235198244,nyc_1__A05,New_York_City,USA,New_York_City
inbound_3,inbound_3__F08,inbound_3,F08,235198235,nyc_1__E05,New_York_City,USA,New_York_City
inbound_3,inbound_3__F09,inbound_3,F09,232020861,nyc_1__C07,New_York_City,USA,New_York_City
inbound_3,inbound_3__F10,inbound_3,F10,232021497,nyc_1__C10,New_York_City,USA,New_York_City
inbound_3,inbound_3__F11,inbound_3,F11,232022010,nyc_1__A12,New_York_City,USA,New_York_City
inbound_3,inbound_3__F12,inbound_3,F12,235033712,nyc_6__E12,New_York_City,USA,New_York_City
inbound_3,inbound_3__G05,inbound_3,G05,232021473,nyc_1__C03,New_York_City,USA,New_York_City
inbound_3,inbound_3__G06,inbound_3,G06,232021503,nyc_1__F02,New_York_City,USA,New_York_City
inbound_3,inbound_3__G07,inbound_3,G07,235196308,nyc_1__B06,New_York_City,USA,New_York_City
inbound_3,inbound_3__G08,inbound_3,G08,232034698,nyc_1__G06,New_York_City,USA,New_York_City
inbound_3,inbound_3__G09,inbound_3,G09,232022013,nyc_1__E08,New_York_City,USA,New_York_City
inbound_3,inbound_3__G10,inbound_3,G10,235196511,nyc_1__B10,New_York_City,USA,New_York_City
inbound_3,inbound_3__G11,inbound_3,G11,235198208,nyc_1__B11,New_York_City,USA,New_York_City
inbound_3,inbound_3__G12,inbound_3,G12,235033726,nyc_6__G09,New_York_City,USA,New_York_City
inbound_3,inbound_3__H04,inbound_3,H04,235196520,nyc_1__B01,New_York_City,USA,New_York_City
inbound_3,inbound_3__H05,inbound_3,H05,235198214,nyc_1__E02,New_York_City,USA,New_York_City
inbound_3,inbound_3__H06,inbound_3,H06,232021502,nyc_1__G02,New_York_City,USA,New_York_City
inbound_3,inbound_3__H07,inbound_3,H07,232034780,nyc_1__C06,New_York_City,USA,New_York_City
inbound_3,inbound_3__H08,inbound_3,H08,232021474,nyc_1__A07,New_York_City,USA,New_York_City
inbound_3,inbound_3__H09,inbound_3,H09,232021955,nyc_1__A09,New_York_City,USA,New_York_City
inbound_3,inbound_3__H10,inbound_3,H10,232021940,nyc_1__A10,New_York_City,USA,New_York_City
inbound_3,inbound_3__H11,inbound_3,H11,232021946,nyc_1__C12,New_York_City,USA,New_York_City
inbound_3,inbound_3__H12,inbound_3,H12,235033722,nyc_6__B10,New_York_City,USA,New_York_City
inbound_4,inbound_4__A05,inbound_4,A05,232019323,nyc_10__H01,New_York_City,USA,New_York_City
inbound_4,inbound_4__A06,inbound_4,A06,232021517,nyc_10__F03,New_York_City,USA,New_York_City
inbound_4,inbound_4__A07,inbound_4,A07,232019331,nyc_10__D03,New_York_City,USA,New_York_City
inbound_4,inbound_4__A08,inbound_4,A08,232021659,nyc_10__C01,New_York_City,USA,New_York_City
inbound_4,inbound_4__A09,inbound_4,A09,235034155,nyc_9__F01,New_York_City,USA,New_York_City
inbound_4,inbound_4__A10,inbound_4,A10,235034147,nyc_9__B02,New_York_City,USA,New_York_City
inbound_4,inbound_4__A11,inbound_4,A11,235030722,nyc_9__A04,New_York_City,USA,New_York_City
inbound_4,inbound_4__A11,inbound_4,A11,235030722,nyc_9__A04,New_York_City,USA,New_York_City
inbound_4,inbound_4__B05,inbound_4,B05,232019300,nyc_10__H02,New_York_City,USA,New_York_City
inbound_4,inbound_4__B06,inbound_4,B06,232019292,nyc_10__F01,New_York_City,USA,New_York_City
inbound_4,inbound_4__B07,inbound_4,B07,232021926,nyc_10__D01,New_York_City,USA,New_York_City
inbound_4,inbound_4__B08,inbound_4,B08,232022020,nyc_10__C02,New_York_City,USA,New_York_City
inbound_4,inbound_4__B09,inbound_4,B09,235034144,nyc_9__G01,New_York_City,USA,New_York_City
inbound_4,inbound_4__B10,inbound_4,B10,235034148,nyc_9__A01,New_York_City,USA,New_York_City
inbound_4,inbound_4__B11,inbound_4,B11,235030726,nyc_9__E04,New_York_City,USA,New_York_City
inbound_4,inbound_4__B12,inbound_4,B12,235030750,nyc_9__F03,New_York_City,USA,New_York_City
inbound_4,inbound_4__C05,inbound_4,C05,235197904,nyc_10__G04,New_York_City,USA,New_York_City
inbound_4,inbound_4__C06,inbound_4,C06,232019318,nyc_10__F02,New_York_City,USA,New_York_City
inbound_4,inbound_4__C07,inbound_4,C07,232034786,nyc_10__D02,New_York_City,USA,New_York_City
inbound_4,inbound_4__C08,inbound_4,C08,235196476,nyc_10__B01,New_York_City,USA,New_York_City
inbound_4,inbound_4__C09,inbound_4,C09,235034106,nyc_9__E02,New_York_City,USA,New_York_City
inbound_4,inbound_4__C10,inbound_4,C10,235034138,nyc_9__D02,New_York_City,USA,New_York_City
inbound_4,inbound_4__C11,inbound_4,C11,235034159,nyc_9__D01,New_York_City,USA,New_York_City
inbound_4,inbound_4__C12,inbound_4,C12,235034139,nyc_9__E01,New_York_City,USA,New_York_City
inbound_4,inbound_4__D05,inbound_4,D05,235196536,nyc_10__F04,New_York_City,USA,New_York_City
inbound_4,inbound_4__D06,inbound_4,D06,232021537,nyc_10__E01,New_York_City,USA,New_York_City
inbound_4,inbound_4__D07,inbound_4,D07,235196481,nyc_10__A04,New_York_City,USA,New_York_City
inbound_4,inbound_4__D08,inbound_4,D08,232019324,nyc_10__B02,New_York_City,USA,New_York_City
inbound_4,inbound_4__D09,inbound_4,D09,235030735,nyc_9__B04,New_York_City,USA,New_York_City
inbound_4,inbound_4__D10,inbound_4,D10,235034093,nyc_9__C03,New_York_City,USA,New_York_City
inbound_4,inbound_4__D11,inbound_4,D11,235030739,nyc_9__F04,New_York_City,USA,New_York_City
inbound_4,inbound_4__D12,inbound_4,D12,235034110,nyc_9__F02,New_York_City,USA,New_York_City
inbound_4,inbound_4__E05,inbound_4,E05,232019313,nyc_10__G03,New_York_City,USA,New_York_City
inbound_4,inbound_4__E06,inbound_4,E06,235196562,nyc_10__E02,New_York_City,USA,New_York_City
inbound_4,inbound_4__E07,inbound_4,E07,232021515,nyc_10__B04,New_York_City,USA,New_York_City
inbound_4,inbound_4__E09,inbound_4,E09,235034149,nyc_9__B03,New_York_City,USA,New_York_City
inbound_4,inbound_4__E10,inbound_4,E10,235034116,nyc_9__A03,New_York_City,USA,New_York_City
inbound_4,inbound_4__E11,inbound_4,E11,235034141,nyc_9__B01,New_York_City,USA,New_York_City
inbound_4,inbound_4__E12,inbound_4,E12,235034131,nyc_9__D03,New_York_City,USA,New_York_City
inbound_4,inbound_4__F05,inbound_4,F05,232019308,nyc_10__G01,New_York_City,USA,New_York_City
inbound_4,inbound_4__F06,inbound_4,F06,232021930,nyc_10__E03,New_York_City,USA,New_York_City
inbound_4,inbound_4__F06,inbound_4,F06,232021930,nyc_10__E03,New_York_City,USA,New_York_City
inbound_4,inbound_4__F07,inbound_4,F07,232020820,nyc_10__A03,New_York_City,USA,New_York_City
inbound_4,inbound_4__F08,inbound_4,F08,232020780,nyc_10__A02,New_York_City,USA,New_York_City
inbound_4,inbound_4__F09,inbound_4,F09,235030710,nyc_9__D04,New_York_City,USA,New_York_City
inbound_4,inbound_4__F10,inbound_4,F10,235034107,nyc_9__C01,New_York_City,USA,New_York_City
inbound_4,inbound_4__F11,inbound_4,F11,235034114,nyc_9__A02,New_York_City,USA,New_York_City
inbound_4,inbound_4__F12,inbound_4,F12,235034145,nyc_9__G02,New_York_City,USA,New_York_City
inbound_4,inbound_4__G05,inbound_4,G05,232019304,nyc_10__G02,New_York_City,USA,New_York_City
inbound_4,inbound_4__G06,inbound_4,G06,235198204,nyc_10__D04,New_York_City,USA,New_York_City
inbound_4,inbound_4__G07,inbound_4,G07,232021935,nyc_10__B03,New_York_City,USA,New_York_City
inbound_4,inbound_4__G08,inbound_4,G08,235030724,nyc_9__C04,New_York_City,USA,New_York_City
inbound_4,inbound_4__G09,inbound_4,G09,235034109,nyc_9__H01,New_York_City,USA,New_York_City
inbound_4,inbound_4__G10,inbound_4,G10,235030721,nyc_9__G03,New_York_City,USA,New_York_City
inbound_4,inbound_4__G11,inbound_4,G11,235034133,nyc_9__H02,New_York_City,USA,New_York_City
inbound_4,inbound_4__H05,inbound_4,H05,232019326,nyc_10__E04,New_York_City,USA,New_York_City
inbound_4,inbound_4__H07,inbound_4,H07,232020791,nyc_10__C03,New_York_City,USA,New_York_City
inbound_4,inbound_4__H08,inbound_4,H08,235034105,nyc_9__C02,New_York_City,USA,New_York_City
inbound_4,inbound_4__H09,inbound_4,H09,235029402,nyc_9__E03,New_York_City,USA,New_York_City
inbound_4,inbound_4__H10,inbound_4,H10,235030755,nyc_9__G04,New_York_City,USA,New_York_City
inbound_6,inbound_6__A01,inbound_6,A01,235030753,nyc_9__H07,New_York_City,USA,New_York_City
inbound_6,inbound_6__A02,inbound_6,A02,235030746,nyc_9__D07,New_York_City,USA,New_York_City
inbound_6,inbound_6__A03,inbound_6,A03,235030764,nyc_9__B07,New_York_City,USA,New_York_City
inbound_6,inbound_6__A04,inbound_6,A04,235033725,nyc_6__B09,New_York_City,USA,New_York_City
inbound_6,inbound_6__A05,inbound_6,A05,235033714,nyc_6__H12,New_York_City,USA,New_York_City
inbound_6,inbound_6__A06,inbound_6,A06,235033765,nyc_6__D12,New_York_City,USA,New_York_City
inbound_6,inbound_6__A07,inbound_6,A07,235034085,nyc_3__B07,New_York_City,USA,New_York_City
inbound_6,inbound_6__A08,inbound_6,A08,235034069,nyc_3__C05,New_York_City,USA,New_York_City
inbound_6,inbound_6__A09,inbound_6,A09,235034074,nyc_3__E05,New_York_City,USA,New_York_City
inbound_6,inbound_6__A10,inbound_6,A10,235033697,nyc_6__H04,New_York_City,USA,New_York_City
inbound_6,inbound_6__A11,inbound_6,A11,235034038,nyc_6__A02,New_York_City,USA,New_York_City
inbound_6,inbound_6__A12,inbound_6,A12,235034036,nyc_6__H01,New_York_City,USA,New_York_City
inbound_6,inbound_6__B01,inbound_6,B01,235030732,nyc_9__H06,New_York_City,USA,New_York_City
inbound_6,inbound_6__B02,inbound_6,B02,235030757,nyc_9__E07,New_York_City,USA,New_York_City
inbound_6,inbound_6__B03,inbound_6,B03,235030733,nyc_9__E06,New_York_City,USA,New_York_City
inbound_6,inbound_6__B04,inbound_6,B04,235033735,nyc_6__G10,New_York_City,USA,New_York_City
inbound_6,inbound_6__B05,inbound_6,B05,235033731,nyc_6__A11,New_York_City,USA,New_York_City
inbound_6,inbound_6__B06,inbound_6,B06,235033741,nyc_6__A12,New_York_City,USA,New_York_City
inbound_6,inbound_6__B08,inbound_6,B08,235029395,nyc_3__B06,New_York_City,USA,New_York_City
inbound_6,inbound_6__B08,inbound_6,B08,235029395,nyc_3__B06,New_York_City,USA,New_York_City
inbound_6,inbound_6__B09,inbound_6,B09,235034132,nyc_3__D07,New_York_City,USA,New_York_City
inbound_6,inbound_6__B10,inbound_6,B10,235033698,nyc_6__H03,New_York_City,USA,New_York_City
inbound_6,inbound_6__B11,inbound_6,B11,235034048,nyc_6__B02,New_York_City,USA,New_York_City
inbound_6,inbound_6__B12,inbound_6,B12,235034064,nyc_6__G01,New_York_City,USA,New_York_City
inbound_6,inbound_6__C02,inbound_6,C02,235030756,nyc_9__B05,New_York_City,USA,New_York_City
inbound_6,inbound_6__C03,inbound_6,C03,235030729,nyc_9__A06,New_York_City,USA,New_York_City
inbound_6,inbound_6__C04,inbound_6,C04,235033744,nyc_6__C10,New_York_City,USA,New_York_City
inbound_6,inbound_6__C06,inbound_6,C06,235033723,nyc_6__F10,New_York_City,USA,New_York_City
inbound_6,inbound_6__C06,inbound_6,C06,235033723,nyc_6__F10,New_York_City,USA,New_York_City
inbound_6,inbound_6__C07,inbound_6,C07,235033780,nyc_3__B05,New_York_City,USA,New_York_City
inbound_6,inbound_6__C08,inbound_6,C08,235034071,nyc_3__F06,New_York_City,USA,New_York_City
inbound_6,inbound_6__C09,inbound_6,C09,235034027,nyc_6__B03,New_York_City,USA,New_York_City
inbound_6,inbound_6__C10,inbound_6,C10,235033694,nyc_6__G03,New_York_City,USA,New_York_City
inbound_6,inbound_6__C11,inbound_6,C11,235034053,nyc_6__C02,New_York_City,USA,New_York_City
inbound_6,inbound_6__C12,inbound_6,C12,235034034,nyc_6__F01,New_York_City,USA,New_York_City
inbound_6,inbound_6__D02,inbound_6,D02,235030740,nyc_9__E05,New_York_City,USA,New_York_City
inbound_6,inbound_6__D03,inbound_6,D03,235030766,nyc_9__C05,New_York_City,USA,New_York_City
inbound_6,inbound_6__D04,inbound_6,D04,235033736,nyc_6__F09,New_York_City,USA,New_York_City
inbound_6,inbound_6__D05,inbound_6,D05,235033715,nyc_6__F12,New_York_City,USA,New_York_City
inbound_6,inbound_6__D06,inbound_6,D06,235034153,nyc_3__G08,New_York_City,USA,New_York_City
inbound_6,inbound_6__D07,inbound_6,D07,235034086,nyc_3__C06,New_York_City,USA,New_York_City
inbound_6,inbound_6__D08,inbound_6,D08,235034082,nyc_3__D06,New_York_City,USA,New_York_City
inbound_6,inbound_6__D09,inbound_6,D09,235033696,nyc_6__B04,New_York_City,USA,New_York_City
inbound_6,inbound_6__D10,inbound_6,D10,235033692,nyc_6__G04,New_York_City,USA,New_York_City
inbound_6,inbound_6__D11,inbound_6,D11,235034040,nyc_6__D02,New_York_City,USA,New_York_City
inbound_6,inbound_6__D12,inbound_6,D12,235034061,nyc_6__E01,New_York_City,USA,New_York_City
inbound_6,inbound_6__E01,inbound_6,E01,235030709,nyc_9__E08,New_York_City,USA,New_York_City
inbound_6,inbound_6__E02,inbound_6,E02,235030737,nyc_9__A07,New_York_City,USA,New_York_City
inbound_6,inbound_6__E03,inbound_6,E03,235030767,nyc_9__G08,New_York_City,USA,New_York_City
inbound_6,inbound_6__E04,inbound_6,E04,235033724,nyc_6__A10,New_York_City,USA,New_York_City
inbound_6,inbound_6__E05,inbound_6,E05,235033728,nyc_6__B12,New_York_City,USA,New_York_City
inbound_6,inbound_6__E06,inbound_6,E06,235034104,nyc_3__G05,New_York_City,USA,New_York_City
inbound_6,inbound_6__E07,inbound_6,E07,235034130,nyc_3__G07,New_York_City,USA,New_York_City
inbound_6,inbound_6__E08,inbound_6,E08,235034120,nyc_3__C08,New_York_City,USA,New_York_City
inbound_6,inbound_6__E09,inbound_6,E09,235034037,nyc_6__C03,New_York_City,USA,New_York_City
inbound_6,inbound_6__E10,inbound_6,E10,235034043,nyc_6__F03,New_York_City,USA,New_York_City
inbound_6,inbound_6__E11,inbound_6,E11,235034039,nyc_6__E02,New_York_City,USA,New_York_City
inbound_6,inbound_6__E12,inbound_6,E12,235034057,nyc_6__D01,New_York_City,USA,New_York_City
inbound_6,inbound_6__F01,inbound_6,F01,235030715,nyc_9__H08,New_York_City,USA,New_York_City
inbound_6,inbound_6__F02,inbound_6,F02,235030768,nyc_9__C07,New_York_City,USA,New_York_City
inbound_6,inbound_6__F03,inbound_6,F03,235030760,nyc_9__C06,New_York_City,USA,New_York_City
inbound_6,inbound_6__F04,inbound_6,F04,235033729,nyc_6__D09,New_York_City,USA,New_York_City
inbound_6,inbound_6__F05,inbound_6,F05,235033738,nyc_6__G11,New_York_City,USA,New_York_City
inbound_6,inbound_6__F06,inbound_6,F06,235034156,nyc_3__E08,New_York_City,USA,New_York_City
inbound_6,inbound_6__F07,inbound_6,F07,235033759,nyc_3__A05,New_York_City,USA,New_York_City
inbound_6,inbound_6__F08,inbound_6,F08,235033754,nyc_3__H05,New_York_City,USA,New_York_City
